"Date","Hour","State Library","Collins Place (South)","Collins Place (North)","Flagstaff Station","Melbourne Central","Town Hall (West)","Bourke Street Mall (North)","Bourke Street Mall (South)","Australia on Collins","Southern Cross Station","Victoria Point","New Quay","Waterfront City","Webb Bridge","Princes Bridge","Flinders St Station Underpass","Sandridge Bridge","Birrarung Marr","QV Market-Elizabeth (West)","Flinders St-Elizabeth St (East)","Spencer St-Collins St (North)","Spencer St-Collins St (South)","Bourke St-Russell St (West)","Convention/Exhibition Centre","Chinatown-Swanston St (North)","Chinatown-Lt Bourke St (South)","QV Market-Peel St","Vic Arts Centre","Lonsdale St (South)","Lygon St (West)","Flinders St-Spring St (West)","Flinders St-Spark Lane","Alfred Place"
"07/03/2014",7,308,667,728,2641,"438",555,"282","262",407,"1173",181,174,53,332,884,"1137","472",38,"337",1245,1926,420,134,429,101,64,103,785,NA,NA,NA,NA,NA
"07/03/2014",8,955,1640,1523,4593,"907",1011,"661","663",912,"2759",328,222,85,443,1499,"2190","928",48,"581",2281,3181,910,258,736,157,139,157,1273,NA,NA,NA,NA,NA
"07/03/2014",9,657,852,738,2012,"930",1258,"842","875",998,"1115",190,147,41,197,875,"928","283",77,"646",1318,1667,543,263,415,213,162,131,857,NA,NA,NA,NA,NA
"07/03/2014",10,1005,670,523,905,"1423",1854,"1227","1096",1072,"504",203,164,78,133,980,"744","287",117,"783",1458,1242,446,403,492,319,202,181,870,NA,NA,NA,NA,NA
"07/03/2014",11,1410,741,399,933,"2027",2618,"1879","1898",1406,"622",150,215,89,236,1288,"1065","382",45,"1303",1817,1365,400,603,532,486,340,240,1039,NA,NA,NA,NA,NA
"07/03/2014",12,2193,1387,604,1355,"3085",3102,"3144","3588",2413,"1162",302,402,197,617,1812,"1841","525",105,"1618",2605,2069,676,1264,788,1033,754,256,1414,NA,NA,NA,NA,NA
"07/03/2014",13,2299,1212,669,1053,"2715",3903,"3103","3920",2568,"945",213,318,156,504,1671,"1820","516",90,"1681",2946,2026,638,1082,719,865,751,302,1421,NA,NA,NA,NA,NA
"07/03/2014",14,1958,732,515,1003,"2666",3409,"2684","3186",1940,"614",143,220,105,223,1556,"1222","464",76,"1248",2298,861,470,754,987,819,550,243,1269,NA,NA,NA,NA,NA
"07/03/2014",15,2086,630,497,1313,"2812",3578,"2692","2574",1519,"1006",127,252,93,227,1702,"1266","506",62,"1260",2645,904,432,833,849,818,371,295,1195,NA,NA,NA,NA,NA
"07/03/2014",16,2332,822,814,2449,"2892",3083,"2726","2699",1557,"1945",183,239,87,445,2066,"1669","766",115,"806",3122,1485,472,909,1026,841,402,204,1553,NA,NA,NA,NA,NA
"07/03/2014",17,2814,1002,1173,2599,"3433",3609,"3006","2986",1534,"1828",254,270,113,572,2998,"1954","1147",133,"678",3687,2056,579,1097,1156,873,575,229,1721,NA,NA,NA,NA,NA
"07/03/2014",18,2190,616,503,1084,"2799",3047,"2489","2031",1056,"650",132,221,88,259,2067,"1465","622",142,"525",2858,1218,267,999,840,1066,850,174,1535,NA,NA,NA,NA,NA
"07/03/2014",19,1709,479,239,411,"2645",2596,"1796","1546",710,"224",101,306,126,154,1901,"1164","406",195,"461",2012,584,202,1101,682,1235,1171,108,1417,NA,NA,NA,NA,NA
"07/03/2014",20,1712,339,133,241,"2655",2387,"1547","1056",418,"150",98,217,93,104,1843,"888","396",178,"360",1797,44,142,1129,564,1124,770,88,1068,NA,NA,NA,NA,NA
"07/03/2014",21,1363,199,162,181,"2651",1977,"674","485",370,"141",106,145,86,99,2888,"812","343",314,"357",1545,345,147,929,371,808,739,111,2116,NA,NA,NA,NA,NA
"07/03/2014",22,1031,198,125,137,"1966",1829,"404","388",331,"127",65,116,43,72,1530,"878","334",248,"315",1631,311,180,885,284,782,778,79,860,NA,NA,NA,NA,NA
"07/03/2014",23,762,215,77,80,"1519",1391,"285","317",251,"63",44,81,34,38,984,"652","314",27,"316",1118,278,142,641,197,513,563,65,385,NA,NA,NA,NA,NA
"08/03/2014",0,451,118,32,81,"1080",1479,"214","171",165,"36",41,46,33,22,436,"442","215",5,"222",814,161,72,725,106,442,383,30,173,NA,NA,NA,NA,NA
"08/03/2014",1,241,66,19,34,"644",517,"154","137",74,"16",19,28,7,14,245,"287","92",1,"169",405,43,30,524,59,280,328,30,94,NA,NA,NA,NA,NA
"08/03/2014",2,162,20,4,36,"393",375,"69","98",38,"5",20,13,2,13,90,"153","49",11,"148",254,45,31,369,37,137,226,21,64,NA,NA,NA,NA,NA
"08/03/2014",3,88,18,29,22,"250",282,"62","80",34,"6",22,18,3,6,101,"109","49",2,"104",215,30,20,366,24,74,77,10,50,NA,NA,NA,NA,NA
"08/03/2014",4,56,23,5,14,"153",190,"42","65",24,"13",5,6,1,2,68,"130","70",1,"83",92,10,12,235,16,29,20,19,58,NA,NA,NA,NA,NA
"08/03/2014",5,46,40,15,42,"96",97,"20","46",20,"11",7,1,4,15,79,"52","40",0,"100",95,69,24,127,37,19,28,26,53,NA,NA,NA,NA,NA
"08/03/2014",6,47,68,23,13,"137",111,"62","53",42,"16",19,18,8,21,62,"71","66",3,"153",128,161,59,89,100,26,16,29,51,NA,NA,NA,NA,NA
"08/03/2014",7,116,75,29,31,"225",240,"118","110",112,"59",27,52,40,73,167,"159","126",9,"329",349,328,99,82,257,62,28,110,119,NA,NA,NA,NA,NA
"08/03/2014",8,192,240,108,75,"394",466,"294","280",335,"101",68,106,35,115,375,"344","151",15,"493",698,538,160,130,456,136,57,155,249,NA,NA,NA,NA,NA
"08/03/2014",9,390,249,90,77,"789",1072,"749","853",661,"128",101,185,92,139,610,"637","300",18,"811",1127,653,155,293,773,206,171,225,387,NA,NA,NA,NA,NA
"08/03/2014",10,780,270,132,105,"1272",1832,"1416","1549",1185,"132",109,240,116,196,1044,"871","344",68,"1331",1548,768,309,403,916,376,295,358,565,NA,NA,NA,NA,NA
"08/03/2014",11,1177,306,165,108,"1872",2166,"2186","2320",1350,"169",112,291,121,200,1477,"988","383",161,"1763",1979,1009,261,605,1056,719,425,383,896,NA,NA,NA,NA,NA
"08/03/2014",12,1716,417,182,115,"2915",2833,"2851","2907",1726,"155",128,272,128,242,1879,"1169","460",343,"1876",2323,917,204,793,1412,1050,700,428,1197,NA,NA,NA,NA,NA
"08/03/2014",13,2106,421,186,123,"3199",3409,"3183","3394",1593,"148",91,303,123,237,2314,"1321","491",294,"1926",2590,875,202,835,1533,1193,735,402,1325,NA,NA,NA,NA,NA
"08/03/2014",14,2135,469,190,148,"3363",3809,"3649","3626",1804,"127",132,328,220,213,2582,"1589","566",510,"1702",2649,884,250,961,1449,1291,624,376,1682,NA,NA,NA,NA,NA
"08/03/2014",15,2149,414,150,116,"3329",3926,"3515","3904",1711,"142",73,403,215,240,2835,"1673","604",614,"1284",2882,975,208,1164,1441,1115,468,279,1891,NA,NA,NA,NA,NA
"08/03/2014",16,2163,379,196,104,"3026",3751,"3487","3430",1508,"143",86,332,236,204,2832,"1798","719",511,"810",2785,954,282,1176,1367,1152,645,183,1766,NA,NA,NA,NA,NA
"08/03/2014",17,2212,473,177,107,"3149",3188,"2653","2739",899,"164",111,549,308,220,2655,"1665","692",939,"623",2716,957,281,1138,1564,1106,681,199,1595,NA,NA,NA,NA,NA
"08/03/2014",18,1880,398,150,106,"3059",2754,"2242","1310",557,"151",87,556,315,166,2943,"1750","572",1049,"479",2531,896,215,1195,972,1253,943,154,2043,NA,NA,NA,NA,NA
"08/03/2014",19,1691,434,139,133,"2858",2499,"1238","734",486,"102",119,706,382,141,2596,"1399","479",1278,"475",2281,575,144,1302,554,1389,1264,144,1155,NA,NA,NA,NA,NA
"08/03/2014",20,1503,434,138,90,"2747",2729,"723","537",332,"113",71,658,385,99,2514,"1252","444",1908,"427",2036,399,137,1262,478,1256,977,93,1017,NA,NA,NA,NA,NA
"08/03/2014",21,1311,263,95,71,"2539",2353,"588","451",297,"78",78,516,312,74,3834,"1256","457",1178,"324",1811,370,133,1175,491,929,850,91,1760,NA,NA,NA,NA,NA
"08/03/2014",22,1232,266,169,95,"2288",2103,"563","485",323,"91",85,405,259,69,2696,"1127","439",1454,"316",1885,380,165,1240,542,911,888,76,1059,NA,NA,NA,NA,NA
"08/03/2014",23,953,217,110,70,"2134",1951,"498","426",274,"50",72,347,123,52,1943,"955","446",163,"277",1407,328,150,1162,307,637,677,74,722,NA,NA,NA,NA,NA
"09/03/2014",0,507,118,67,64,"1105",1179,"259","254",175,"20",78,121,84,23,802,"616","284",15,"159",965,171,91,1117,163,425,535,34,288,NA,NA,NA,NA,NA
"09/03/2014",1,340,57,43,49,"562",582,"162","187",117,"18",54,26,9,7,386,"305","109",5,"187",479,76,39,895,79,239,369,27,131,NA,NA,NA,NA,NA
"09/03/2014",2,163,39,37,27,"385",457,"129","174",85,"4",19,28,16,4,205,"225","81",10,"135",367,43,43,658,75,169,282,24,62,NA,NA,NA,NA,NA
"09/03/2014",3,88,18,15,16,"212",308,"85","143",49,"1",20,33,7,3,147,"111","52",8,"123",250,40,46,583,30,68,191,16,37,NA,NA,NA,NA,NA
"09/03/2014",4,48,13,13,12,"89",159,"83","104",24,"4",13,6,0,6,54,"92","41",3,"54",128,39,36,383,13,44,115,8,44,NA,NA,NA,NA,NA
"09/03/2014",5,37,13,16,6,"43",112,"40","63",46,"5",8,19,3,4,58,"47","19",0,"38",69,43,27,235,27,18,108,6,44,NA,NA,NA,NA,NA
"09/03/2014",6,36,16,16,16,"99",112,"53","47",45,"17",17,11,5,21,85,"62","35",3,"76",109,55,31,133,92,28,57,21,97,NA,NA,NA,NA,NA
"09/03/2014",7,72,60,24,32,"200",183,"66","71",85,"29",24,45,23,69,176,"142","110",13,"162",324,230,89,81,150,50,47,33,190,NA,NA,NA,NA,NA
"09/03/2014",8,198,104,78,30,"346",345,"176","133",211,"74",63,180,63,127,303,"290","157",14,"386",593,317,175,91,285,76,49,88,387,NA,NA,NA,NA,NA
"09/03/2014",9,370,188,120,52,"689",750,"584","527",541,"136",87,226,118,131,696,"562","265",32,"713",976,584,183,201,534,139,165,134,846,NA,NA,NA,NA,NA
"09/03/2014",10,825,256,143,85,"1302",1522,"1275","1377",1000,"106",101,425,181,208,1563,"845","320",210,"1025",1692,802,260,355,788,407,228,284,1627,NA,NA,NA,NA,NA
"09/03/2014",11,1132,303,187,81,"1734",1733,"1857","2169",1329,"144",98,545,213,248,2493,"1101","380",603,"1468",2172,918,253,565,931,747,370,306,2020,NA,NA,NA,NA,NA
"09/03/2014",12,1579,369,152,125,"2585",2746,"2432","2510",1441,"102",79,423,187,236,3300,"1422","537",1671,"1742",2622,811,177,777,1026,1183,583,351,2459,NA,NA,NA,NA,NA
"09/03/2014",13,1886,331,151,71,"2833",3445,"2837","2787",1509,"171",68,451,209,260,4187,"1727","540",1958,"1670",2794,874,164,908,1158,1199,600,377,2968,NA,NA,NA,NA,NA
"09/03/2014",14,1781,323,160,131,"3100",3526,"3225","2945",1583,"172",69,501,247,224,3711,"1818","640",1779,"1544",2754,830,208,1024,1174,1232,501,315,2659,NA,NA,NA,NA,NA
"09/03/2014",15,1695,439,240,83,"3043",3711,"2987","2984",1526,"138",88,521,307,199,3496,"1589","574",1745,"1070",2698,811,197,902,1115,1172,474,238,2625,NA,NA,NA,NA,NA
"09/03/2014",16,1757,305,125,84,"2824",3392,"2732","2754",1208,"135",86,368,182,165,3726,"1623","622",1775,"737",2675,833,203,884,977,1004,387,122,2662,NA,NA,NA,NA,NA
"09/03/2014",17,1696,390,141,84,"2823",2852,"2131","1878",675,"120",64,428,234,165,3107,"1484","580",1578,"481",2371,886,227,952,1154,990,625,107,1514,NA,NA,NA,NA,NA
"09/03/2014",18,1418,372,108,82,"2644",2513,"1499","1017",439,"109",88,432,201,123,2385,"1187","475",1441,"404",2050,732,164,989,640,1079,845,124,953,NA,NA,NA,NA,NA
"09/03/2014",19,1310,392,90,71,"2372",2259,"843","597",422,"98",103,528,326,119,2619,"1007","363",2110,"388",2192,525,153,1002,568,1137,954,100,959,NA,NA,NA,NA,NA
"09/03/2014",20,1292,355,97,84,"2473",2195,"583","477",319,"79",89,580,456,89,2742,"1150","453",2000,"353",1982,453,130,916,471,1060,851,98,902,NA,NA,NA,NA,NA
"09/03/2014",21,942,249,77,84,"1996",2146,"407","456",272,"97",123,482,251,75,4076,"1318","584",1884,"308",1932,449,151,937,386,807,651,69,1349,NA,NA,NA,NA,NA
"09/03/2014",22,839,208,83,96,"2169",1978,"544","378",269,"118",94,363,227,79,3067,"1192","416",1383,"392",1853,674,244,983,436,777,736,81,1039,NA,NA,NA,NA,NA
"09/03/2014",23,740,113,47,68,"1421",1443,"394","319",182,"69",67,239,178,46,1642,"953","422",151,"464",1370,506,165,898,330,600,620,82,630,NA,NA,NA,NA,NA
"10/03/2014",0,278,57,37,58,"686",553,"153","131",72,"32",53,66,43,20,476,"380","158",3,"191",507,150,63,642,152,315,536,49,192,NA,NA,NA,NA,NA
"10/03/2014",1,124,30,29,25,"299",284,"65","93",63,"16",45,58,31,20,244,"194","55",9,"81",268,46,43,471,74,148,432,44,113,NA,NA,NA,NA,NA
"10/03/2014",2,76,14,6,52,"202",202,"54","65",53,"9",10,21,6,6,127,"102","29",5,"47",107,14,31,341,56,117,369,10,56,NA,NA,NA,NA,NA
"10/03/2014",3,60,25,11,9,"161",175,"52","80",30,"10",15,22,7,1,122,"93","44",0,"58",98,19,89,331,20,65,221,9,59,NA,NA,NA,NA,NA
"10/03/2014",4,39,25,9,13,"90",148,"49","42",19,"13",3,8,3,3,76,"82","36",0,"47",79,45,26,180,15,21,157,4,56,NA,NA,NA,NA,NA
"10/03/2014",5,42,21,29,10,"74",99,"36","51",23,"19",8,7,0,6,76,"45","56",1,"24",99,51,49,128,30,13,24,8,58,NA,NA,NA,NA,NA
"10/03/2014",6,30,39,18,15,"77",102,"52","43",69,"28",13,28,11,20,65,"85","46",2,"30",178,110,47,87,70,21,22,4,69,NA,NA,NA,NA,NA
"10/03/2014",7,86,128,55,25,"223",237,"74","66",91,"127",27,42,27,59,189,"187","83",11,"70",307,285,58,87,118,48,16,13,143,NA,NA,NA,NA,NA
"10/03/2014",8,204,133,117,33,"501",448,"189","168",165,"216",50,94,54,113,557,"363","145",11,"190",637,395,89,105,196,109,67,43,607,NA,NA,NA,NA,NA
"10/03/2014",9,358,155,112,44,"825",829,"455","599",401,"160",45,162,76,135,1068,"498","179",41,"259",895,504,131,138,271,137,81,51,1466,NA,NA,NA,NA,NA
"10/03/2014",10,780,183,117,41,"1124",1585,"1039","1177",832,"134",72,209,85,193,2865,"807","265",116,"479",1600,601,113,317,526,371,0,92,2867,NA,NA,NA,NA,NA
"10/03/2014",11,1012,222,119,68,"1546",1675,"1606","1690",990,"164",74,261,118,220,3065,"1014","306",461,"387",2022,663,154,428,657,572,0,61,3029,NA,NA,NA,NA,NA
"10/03/2014",12,1371,300,121,81,"2370",3264,"2141","2200",1168,"215",69,399,213,172,4944,"1680","360",947,"572",2286,645,153,885,781,891,0,104,3994,NA,NA,NA,NA,NA
"10/03/2014",13,1773,212,137,62,"2802",3419,"2214","2575",1122,"203",70,378,233,189,3672,"1731","437",1488,"543",2336,667,167,888,902,1039,0,135,2523,NA,NA,NA,NA,NA
"10/03/2014",14,1803,241,120,79,"2841",3242,"2507","2741",1151,"144",68,359,217,209,3256,"1456","569",1561,"541",2430,646,99,952,962,767,0,102,1895,NA,NA,NA,NA,NA
"10/03/2014",15,1944,234,116,93,"2481",3091,"2331","2781",1041,"162",61,292,212,191,2806,"1401","495",1335,"355",2465,678,135,877,1078,761,0,75,1561,NA,NA,NA,NA,NA
"10/03/2014",16,1740,228,106,115,"2127",2858,"1940","2035",698,"231",60,337,213,169,2549,"1298","435",1064,"411",2132,824,166,816,878,790,0,66,1455,NA,NA,NA,NA,NA
"10/03/2014",17,1700,280,122,95,"2402",2111,"1331","1266",424,"255",75,338,151,158,2239,"950","528",1086,"367",2076,787,152,721,1132,780,0,106,1084,NA,NA,NA,NA,NA
"10/03/2014",18,1389,208,91,62,"2159",1810,"1031","619",312,"165",87,242,173,142,1931,"896","419",954,"367",1984,563,114,766,824,682,0,71,988,NA,NA,NA,NA,NA
"10/03/2014",19,1147,166,63,98,"1653",1620,"621","358",252,"99",57,369,188,132,1760,"760","272",1239,"329",1627,452,110,748,294,812,0,57,1077,NA,NA,NA,NA,NA
"10/03/2014",20,989,159,68,92,"1630",1483,"421","277",229,"94",52,321,175,110,1478,"708","264",1097,"299",1507,345,113,637,187,594,0,70,569,NA,NA,NA,NA,NA
"10/03/2014",21,621,114,43,36,"1108",1132,"258","185",140,"38",24,188,89,47,2808,"845","273",1195,"210",1341,239,63,458,222,400,258,40,1089,NA,NA,NA,NA,NA
"10/03/2014",22,572,61,54,54,"1264",1092,"202","232",100,"48",28,108,50,34,1112,"602","198",179,"238",1074,254,83,479,1074,361,293,65,459,NA,NA,NA,NA,NA
"10/03/2014",23,266,59,18,31,"527",426,"120","100",57,"21",17,45,10,19,376,"344","126",17,"165",485,65,51,321,119,151,128,46,121,NA,NA,NA,NA,NA
"11/03/2014",0,101,38,7,16,"176",190,"27","56",34,"4",8,28,10,1,152,"122","34",16,"78",181,20,14,142,48,62,40,15,58,NA,NA,NA,NA,NA
"11/03/2014",1,57,21,1,7,"83",57,"24","18",12,"1",4,9,5,8,75,"52","15",0,"38",57,4,17,86,18,37,13,14,36,NA,NA,NA,NA,NA
"11/03/2014",2,15,6,4,8,"45",42,"16","15",8,"2",2,10,0,3,28,"35","12",2,"17",50,15,10,49,12,17,16,6,12,NA,NA,NA,NA,NA
"11/03/2014",3,11,2,0,10,"27",29,"5","6",7,"0",6,5,0,1,21,"25","12",1,"33",39,4,1,31,7,10,6,8,27,NA,NA,NA,NA,NA
"11/03/2014",4,20,8,2,9,"45",41,"9","28",16,"4",1,3,0,1,44,"26","37",1,"24",22,9,0,34,10,9,15,5,25,NA,NA,NA,NA,NA
"11/03/2014",5,42,73,31,86,"51",89,"21","27",24,"64",13,18,3,27,115,"73","53",1,"51",129,54,15,35,33,4,5,12,130,NA,NA,NA,NA,NA
"11/03/2014",6,70,252,166,604,"223",192,"82","94",122,"418",73,92,29,161,337,"373","194",8,"107",400,325,148,74,194,44,17,34,396,NA,NA,NA,NA,NA
"11/03/2014",7,304,943,819,2398,"539",638,"297","255",396,"1452",215,234,80,359,814,"1021","570",33,"264",1280,1158,418,176,470,70,51,92,1031,NA,NA,NA,NA,NA
"11/03/2014",8,929,1589,1624,5526,"1172",1343,"691","652",871,"3068",280,266,131,494,1594,"2094","896",39,"559",2442,2318,976,276,573,172,145,198,1481,NA,NA,NA,NA,NA
"11/03/2014",9,754,811,672,1932,"1196",1252,"841","766",936,"1250",203,118,53,184,904,"966","310",32,"595",1543,1348,482,239,202,168,119,126,892,NA,NA,NA,NA,NA
"11/03/2014",10,962,527,536,852,"1208",1758,"1191","1359",1218,"550",170,108,49,120,922,"799","246",10,"713",1818,963,385,339,226,323,144,180,742,NA,NA,NA,NA,NA
"11/03/2014",11,1128,667,371,841,"1795",2206,"1708","1518",1190,"459",188,126,41,163,1033,"903","343",25,"912",1518,743,300,437,301,484,0,186,814,NA,NA,NA,NA,NA
"11/03/2014",12,2002,1328,623,1248,"2890",3282,"2572","2750",2083,"1116",325,246,152,448,1235,"1655","473",50,"1673",2424,1251,481,938,578,799,0,210,1179,NA,NA,NA,NA,NA
"11/03/2014",13,2061,1200,638,1259,"2909",2966,"2620","2840",2140,"937",249,236,114,310,1244,"1336","359",45,"1535",2457,1227,431,989,380,745,0,227,912,NA,NA,NA,NA,NA
"11/03/2014",14,1905,612,482,862,"2204",2678,"2160","2256",1592,"541",146,126,75,136,1177,"1122","403",23,"886",2362,902,306,628,433,686,0,152,853,NA,NA,NA,NA,NA
"11/03/2014",15,2107,614,451,1263,"2342",2634,"2212","1730",1367,"665",144,145,76,186,1415,"1147","425",23,"638",2602,1097,272,625,512,644,0,136,954,NA,NA,NA,NA,NA
"11/03/2014",16,1953,780,841,2754,"2546",2951,"1872","1898",1126,"1584",189,204,83,258,1326,"1819","526",29,"651",2595,1825,370,738,640,679,0,139,1330,NA,NA,NA,NA,NA
"11/03/2014",17,2227,1088,1375,3546,"2487",2565,"2025","1901",1114,"2245",230,153,55,638,2286,"2109","1256",30,"626",3384,992,584,738,770,557,363,189,1580,NA,NA,NA,NA,NA
"11/03/2014",20,902,237,113,235,"1429",1053,"380","334",218,"126",93,93,44,59,552,"531","242",9,"274",1024,376,84,499,157,537,286,78,384,NA,NA,NA,NA,NA
"11/03/2014",21,655,204,68,119,"1150",647,"285","212",146,"80",74,140,56,44,620,"448","231",4,"220",893,369,117,422,150,378,280,74,374,NA,NA,NA,NA,NA
"11/03/2014",22,391,139,54,82,"804",511,"190","131",113,"43",46,69,33,29,338,"288","148",0,"131",649,249,115,333,736,289,189,67,163,NA,NA,NA,NA,NA
"11/03/2014",23,192,42,30,59,"346",281,"106","71",55,"35",7,29,11,18,199,"234","100",1,"161",444,125,48,256,64,152,134,40,101,NA,NA,NA,NA,NA
"12/03/2014",0,75,45,7,34,"175",117,"35","49",43,"17",2,15,6,7,60,"62","23",0,"85",158,43,17,141,26,87,62,12,44,NA,NA,NA,NA,NA
"12/03/2014",1,33,12,6,15,"52",59,"19","28",14,"2",0,12,3,0,23,"40","14",0,"61",45,12,11,79,3,34,40,15,32,NA,NA,NA,NA,NA
"12/03/2014",2,29,18,5,8,"40",38,"19","14",7,"2",2,7,5,0,23,"12","5",0,"39",19,8,11,29,3,31,16,6,7,NA,NA,NA,NA,NA
"12/03/2014",3,17,4,0,15,"11",29,"7","13",15,"2",1,9,5,0,23,"19","15",0,"26",42,4,6,40,0,16,9,4,23,NA,NA,NA,NA,NA
"12/03/2014",4,4,7,3,6,"35",28,"8","4",7,"5",6,2,8,3,33,"24","35",8,"19",49,6,2,38,10,8,13,0,41,NA,NA,NA,NA,NA
"12/03/2014",5,24,60,34,96,"99",78,"22","23",23,"45",34,39,10,38,112,"92","60",3,"36",180,172,26,51,52,14,5,16,146,NA,NA,NA,NA,NA
"12/03/2014",6,84,266,216,855,"255",199,"89","111",83,"423",84,62,31,123,369,"516","306",7,"83",484,690,165,82,214,39,21,36,399,NA,NA,NA,NA,NA
"12/03/2014",7,408,1017,772,2562,"499",580,"347","351",395,"1534",187,196,87,381,1002,"1060","519",30,"198",1276,1900,549,146,371,92,30,70,728,NA,NA,NA,NA,NA
"12/03/2014",8,933,1909,1630,5431,"1191",1199,"804","679",953,"3275",266,256,94,544,1618,"2239","917",24,"412",2513,3355,1107,286,553,196,136,176,1595,NA,NA,NA,NA,NA
"12/03/2014",9,715,905,725,2112,"999",1510,"894","781",832,"1297",230,143,32,211,1827,"974","357",35,"430",1711,1691,441,285,346,189,148,113,1987,NA,NA,NA,NA,NA
"12/03/2014",10,889,584,450,826,"1390",2056,"1105","1306",1132,"429",191,134,54,166,1323,"781","341",21,"496",1752,1267,374,465,322,268,248,122,1235,NA,NA,NA,NA,NA
"12/03/2014",11,1308,671,392,840,"1993",2009,"1721","1880",1519,"478",170,384,269,182,1859,"1057","355",25,"605",1885,1247,410,472,481,467,399,112,1963,NA,NA,NA,NA,NA
"12/03/2014",12,2312,1603,627,1294,"2996",3075,"2996","3606",2454,"1193",304,405,212,490,2249,"1972","730",67,"1072",2690,1891,658,1126,608,913,665,218,2309,NA,NA,NA,NA,NA
"12/03/2014",13,2442,1321,649,1310,"2644",3493,"3091","3673",2539,"966",269,496,327,437,2036,"1595","529",44,"1095",2854,1834,607,1057,644,913,600,173,1607,NA,NA,NA,NA,NA
"12/03/2014",14,1974,609,529,971,"2456",3214,"2538","2644",1553,"604",197,279,104,208,1951,"1228","547",31,"696",2719,1435,364,747,668,895,399,138,1869,NA,NA,NA,NA,NA
"12/03/2014",15,2048,675,628,1254,"2600",2707,"2132","2315",1268,"713",172,193,120,204,1938,"1182","444",23,"643",2405,834,441,867,686,716,134,191,2113,NA,NA,NA,NA,NA
"12/03/2014",16,2308,711,766,2482,"2742",2831,"2278","2453",1367,"1585",238,218,90,333,1930,"1785","661",30,"783",3018,1485,540,821,844,756,414,199,1954,NA,NA,NA,NA,NA
"12/03/2014",17,2710,1150,1411,3638,"3069",3111,"2479","2171",1421,"2546",230,355,159,701,2710,"1627","1136",45,"998",3530,2144,640,1029,1039,742,495,226,2272,NA,NA,NA,NA,NA
"12/03/2014",18,1810,649,642,1549,"2262",2375,"1889","976",772,"1110",172,418,115,490,1859,"1362","742",32,"1095",2839,1243,348,932,1003,892,669,272,1608,NA,NA,NA,NA,NA
"12/03/2014",19,1374,383,260,583,"1997",1503,"766","505",416,"372",137,299,108,206,1265,"978","339",29,"1000",1986,611,175,849,391,794,726,173,1490,NA,NA,NA,NA,NA
"12/03/2014",20,1122,319,176,336,"1893",1203,"492","370",285,"149",77,245,103,84,987,"805","288",9,"982",1471,366,141,576,210,574,506,270,741,NA,NA,NA,NA,NA
"12/03/2014",21,697,193,90,194,"1428",884,"363","302",202,"116",109,206,58,67,816,"630","271",9,"748",1045,344,131,516,190,443,368,209,546,NA,NA,NA,NA,NA
"12/03/2014",22,424,150,68,118,"958",684,"213","187",137,"93",41,98,38,43,508,"474","218",2,"530",859,207,88,417,874,381,331,110,303,NA,NA,NA,NA,NA
"12/03/2014",23,212,83,47,74,"433",360,"119","117",101,"33",35,55,19,19,747,"296","154",2,"154",563,120,62,294,62,152,176,53,1013,NA,NA,NA,NA,NA
"13/03/2014",0,114,23,10,18,"185",168,"44","59",26,"6",3,20,7,10,130,"94","42",1,"117",175,51,12,167,38,93,76,16,76,NA,NA,NA,NA,NA
"13/03/2014",1,66,26,3,11,"123",92,"45","15",9,"1",4,9,0,9,27,"43","7",0,"56",58,10,9,89,18,56,21,6,15,NA,NA,NA,NA,NA
"13/03/2014",2,39,12,1,16,"48",51,"10","12",30,"2",3,4,2,1,18,"31","8",0,"14",38,18,10,39,6,28,28,6,10,NA,NA,NA,NA,NA
"13/03/2014",3,8,17,1,8,"19",35,"21","20",9,"3",2,6,0,2,29,"22","3",3,"22",30,3,24,43,4,10,9,7,36,NA,NA,NA,NA,NA
"13/03/2014",4,10,7,1,10,"36",27,"10","9",9,"2",1,5,1,7,37,"26","43",0,"21",29,3,3,51,9,6,7,5,46,NA,NA,NA,NA,NA
"13/03/2014",5,20,89,32,136,"93",82,"18","35",24,"45",19,7,8,33,95,"153","72",4,"59",146,76,30,47,72,6,6,16,144,NA,NA,NA,NA,NA
"13/03/2014",6,78,263,189,853,"290",229,"73","94",127,"436",85,61,34,147,379,"441","247",11,"162",508,410,123,62,247,48,25,52,427,NA,NA,NA,NA,NA
"13/03/2014",7,403,992,855,2698,"569",620,"333","309",531,"1598",178,218,80,404,1004,"1231","578",18,"252",1408,1465,556,157,410,96,75,97,954,NA,NA,NA,NA,NA
"13/03/2014",8,817,1701,1625,5075,"1135",1055,"764","559",1129,"3157",302,314,141,580,1686,"2020","1048",25,"490",2631,2649,1097,321,624,201,152,188,1566,NA,NA,NA,NA,NA
"13/03/2014",9,682,933,763,2037,"1050",1229,"773","672",838,"1349",254,172,67,232,988,"1054","419",32,"651",1696,1475,554,334,392,205,136,142,1146,NA,NA,NA,NA,NA
"13/03/2014",10,851,662,396,994,"1355",1613,"1151","1112",1048,"483",199,134,44,160,874,"789","228",11,"806",1590,1068,491,386,381,271,182,209,835,NA,NA,NA,NA,NA
"13/03/2014",11,1377,724,508,915,"1892",2081,"1692","1797",1452,"559",232,197,113,215,1274,"1130","393",33,"952",1775,995,363,556,534,536,316,193,1073,NA,NA,NA,NA,NA
